6	1	0.8202	6.0000	19	1
6	1	1.0457	6.0000	15	1
4	1	1.1771	4.0000	14	1
5	1	1.0000	5.0000	99	1
5	1	1.0208	5.0000	11	1
4	1	0.5949	4.0000	18	1
3	1	1.0975	3.0000	16	1
2	1	1.1424	2.0000	15	1
12	1	0.8833	12.0000	11	1
6	1	1.0885	6.0000	17	1
6	1	1.0436	6.0000	14	1
5	1	1.3443	5.0000	15	1
8	1	1.6709	8.0000	6	1
6	1	1.2138	6.0000	12	1
6	1	1.0843	6.0000	7	1
10	1	0.8305	10.0000	14	1
6	1	1.2037	6.0000	15	1
10	1	1.4420	10.0000	14	1
6	1	1.2402	6.0000	11	1
6	1	0.8040	6.0000	8	1
8	1	1.1693	8.0000	9	1
4	1	0.9948	4.0000	11	1
4	1	1.1509	4.0000	10	1
3	1	0.9198	3.0000	18	1
7	1	1.0000	7.0000	75	1
11	1	1.4032	11.0000	14	1
8	1	0.9061	8.0000	17	1
9	1	1.3301	9.0000	18	1
11	1	1.2210	11.0000	16	1
6	1	0.9968	6.0000	14	1
5	1	0.9355	5.0000	10	1
6	1	0.8423	6.0000	16	1
7	1	1.1381	7.0000	14	1
6	1	0.7001	6.0000	16	1
6	1	1.1260	6.0000	10	1
2	1	1.0557	2.0000	14	1
8	1	1.2556	8.0000	10	1
6	1	0.8376	6.0000	7	1
7	1	1.0936	7.0000	12	1
5	1	0.7603	5.0000	29	1
2	1	0.7648	2.0000	11	1
43	1	5.4104	43.0000	14	1
5	1	1.0587	5.0000	14	1
10	1	1.1191	10.0000	20	1
5	1	1.0320	5.0000	14	1
8	1	1.2025	8.0000	14	1
5	1	1.0838	5.0000	15	1
4	1	0.8927	4.0000	16	1
7	1	1.2359	7.0000	7	1
3	1	1.4847	3.0000	9	1
7	1	1.0714	7.0000	9	1
9	1	0.9928	9.0000	7	1
6	1	1.2550	6.0000	15	1
9	1	1.0000	9.0000	0	1
8	1	1.2362	8.0000	9	1
6	1	0.8139	6.0000	19	1
3	1	1.0217	3.0000	11	1
4	1	0.8082	4.0000	15	1
10	1	1.0076	10.0000	14	1
6	1	0.7372	6.0000	12	1
7	1	1.3295	7.0000	14	1
3	1	0.8436	3.0000	13	1
7	1	1.1177	7.0000	11	1
7	1	1.0194	7.0000	16	1
8	1	0.8626	8.0000	18	1
5	1	0.8465	5.0000	10	1
7	1	0.9299	7.0000	17	1
9	1	0.8448	9.0000	12	1
5	1	1.2460	5.0000	12	1
9	1	1.2694	9.0000	10	1
7	1	1.0679	7.0000	7	1
6	1	1.0022	6.0000	17	1
8	1	0.8197	8.0000	9	1
6	1	0.9565	6.0000	19	1
5	1	2.1000	5.0000	15	1
6	1	1.3567	6.0000	8	1
8	1	1.0371	8.0000	10	1
6	1	1.1512	6.0000	17	1
8	1	1.6580	8.0000	10	1
6	1	1.1109	6.0000	15	1
9	1	1.0834	9.0000	15	1
8	1	1.0000	8.0000	0	1
5	1	1.1151	5.0000	12	1
7	1	1.1663	7.0000	12	1
7	1	1.1415	7.0000	16	1
7	1	1.0523	7.0000	11	1
9	2	1.0419	4.5000	15	1
10	1	1.0905	10.0000	16	1
3	1	0.8997	3.0000	14	1
7	1	1.2466	7.0000	9	1
5	1	1.2993	5.0000	22	1
4	1	1.1092	4.0000	14	1
5	1	1.9147	5.0000	32	1
2	1	1.2300	2.0000	11	1
6	1	0.9424	6.0000	14	1
3	1	0.8422	3.0000	9	1
9	1	1.0000	9.0000	0	1
7	1	0.9410	7.0000	14	1
5	1	1.0433	5.0000	14	1
4	1	1.4477	4.0000	15	1
5	1	1.0785	5.0000	22	1
3	1	1.0000	3.0000	99	1
75	1	2.7483	75.0000	0	1
4	1	1.2183	4.0000	13	1
14	1	1.0000	14.0000	89	1
5	1	0.9448	5.0000	26	1
11	1	1.1210	11.0000	11	1
4	1	0.9566	4.0000	11	1
9	1	0.7406	9.0000	22	1
6	1	1.0441	6.0000	9	1
4	1	1.0697	4.0000	21	1
4	1	1.1836	4.0000	15	1
4	1	1.2775	4.0000	19	1
4	1	1.0000	4.0000	55	1
6	1	0.9860	6.0000	9	1
3	1	0.9205	3.0000	9	1
6	1	0.9283	6.0000	7	1
7	1	0.9311	7.0000	13	1
7	1	1.1424	7.0000	12	1
7	1	1.1338	7.0000	15	1
4	1	1.0446	4.0000	14	1
11	1	1.1677	11.0000	19	1
2	1	1.0030	2.0000	18	1
6	1	1.1868	6.0000	10	1
3	1	0.9516	3.0000	13	1
4	2	1.0363	2.0000	15	1
8	1	1.4541	8.0000	9	1
2	1	0.8257	2.0000	13	1
9	1	0.9247	9.0000	15	1
11	1	1.3905	11.0000	14	1
6	1	1.0688	6.0000	19	1
8	1	1.2296	8.0000	16	1
4	1	1.0295	4.0000	15	1
3	1	1.0982	3.0000	19	1
5	1	1.4198	5.0000	14	1
7	1	0.7220	7.0000	19	1
8	1	1.2626	8.0000	14	1
10	1	1.0000	10.0000	73	1
4	1	1.1758	4.0000	15	1
4	1	0.9713	4.0000	9	1
6	1	1.1153	6.0000	13	1
5	1	0.7890	5.0000	18	1
4	1	0.9102	4.0000	20	1
13	1	0.8446	13.0000	14	1
5	1	1.1771	5.0000	16	1
5	1	1.0060	5.0000	18	1
6	1	0.7859	6.0000	13	1
8	1	1.0778	8.0000	15	1
7	1	1.1445	7.0000	12	1
7	1	1.0195	7.0000	9	1
3	1	1.2311	3.0000	14	1
5	1	1.0606	5.0000	12	1
5	1	1.0946	5.0000	11	1
8	1	0.7849	8.0000	20	1
3	1	1.4133	3.0000	23	1
6	1	1.0903	6.0000	17	1
6	1	0.9839	6.0000	9	1
11	1	1.0000	11.0000	0	1
5	1	1.1716	5.0000	15	1
7	1	1.2095	7.0000	17	1
6	1	0.9743	6.0000	19	1
8	1	0.9636	8.0000	15	1
3	1	1.1787	3.0000	9	1
9	1	1.1667	9.0000	16	1
6	1	1.1713	6.0000	15	1
6	1	0.9276	6.0000	12	1
6	1	1.0000	6.0000	0	1
4	1	0.7256	4.0000	14	1
5	1	0.9392	5.0000	17	1
7	1	1.2131	7.0000	8	1
6	1	0.9399	6.0000	15	1
7	1	0.9532	7.0000	11	1
5	1	1.3596	5.0000	14	1
3	1	1.1419	3.0000	16	1
4	1	0.9250	4.0000	14	1
7	1	0.7695	7.0000	11	1
5	1	1.0819	5.0000	9	1
6	1	1.0561	6.0000	15	1
6	1	0.9834	6.0000	13	1
7	1	1.0682	7.0000	11	1
8	1	1.1479	8.0000	14	1
6	1	1.2966	6.0000	20	1
8	1	1.2354	8.0000	16	1
5	1	1.0168	5.0000	14	1
6	1	1.1192	6.0000	9	1
3	1	1.1477	3.0000	16	1
6	1	0.9794	6.0000	10	1
7	1	1.3931	7.0000	22	1
3	1	1.1502	3.0000	14	1
7	1	1.0462	7.0000	15	1
6	1	0.8123	6.0000	9	1
4	1	0.9600	4.0000	11	1
3	1	1.0448	3.0000	14	1
8	1	1.0428	8.0000	15	1
14	1	0.9960	14.0000	17	1
2	1	1.3466	2.0000	9	1
5	1	1.0000	5.0000	71	1
6	1	1.1207	6.0000	14	1
4	1	0.7227	4.0000	21	1
4	1	0.9051	4.0000	13	1
5	1	1.8534	5.0000	34	1
3	1	0.8243	3.0000	18	1
8	1	1.3367	8.0000	22	1
8	1	0.8310	8.0000	15	1
6	1	0.9709	6.0000	15	1
2	1	0.5561	2.0000	16	1
10	1	0.8975	10.0000	11	1
8	1	1.1094	8.0000	14	1
