5	1	1.0000	5.0000	0	1	1
4	1	1.0000	4.0000	99	1	1
7	1	1.9657	7.0000	25	1	1
7	1	1.9561	7.0000	17	1	1
3	1	1.9527	3.0000	12	1	1
7	1	1.3953	7.0000	7	1	1
3	2	1.3471	1.5000	7	1	1
4	1	1.3300	4.0000	7	1	1
5	1	1.0538	5.0000	10	1	1
5	1	1.0695	5.0000	10	1	1
6	1	0.9871	6.0000	10	1	1
8	1	1.4225	8.0000	11	1	1
10	1	1.1813	10.0000	8	1	1
5	1	1.2649	5.0000	8	1	1
9	1	1.3815	9.0000	9	1	1
8	1	1.3496	8.0000	9	1	1
7	1	1.1672	7.0000	9	1	1
5	1	1.1886	5.0000	9	1	1
4	1	1.2450	4.0000	9	1	1
3	1	1.2014	3.0000	9	1	1
6	1	1.1387	6.0000	8	1	1
6	1	1.3034	6.0000	7	1	1
8	1	0.8497	8.0000	9	1	1
4	1	0.9361	4.0000	12	1	1
9	1	1.0115	9.0000	12	1	1
7	1	1.0378	7.0000	12	1	1
8	1	1.2551	8.0000	12	1	1
10	1	1.2415	10.0000	7	1	1
5	1	1.3101	5.0000	7	1	1
3	1	1.3112	3.0000	7	1	1
2	1	0.7082	2.0000	11	1	1
7	1	0.9378	7.0000	18	1	1
5	1	1.1069	5.0000	18	1	1
8	1	1.1843	8.0000	10	1	1
8	1	1.2365	8.0000	9	1	1
9	1	0.7448	9.0000	13	1	1
3	1	0.9382	3.0000	13	1	1
2	1	1.0811	2.0000	10	1	1
11	1	1.1356	11.0000	10	1	1
5	1	1.0498	5.0000	11	1	1
3	1	0.7463	3.0000	11	1	1
9	1	1.3031	9.0000	8	1	1
4	1	0.9928	4.0000	9	1	1
4	1	0.9910	4.0000	9	1	1
4	1	0.9357	4.0000	9	1	1
3	1	0.9094	3.0000	9	1	1
2	1	0.9108	2.0000	9	1	1
5	1	0.8850	5.0000	12	1	1
6	1	0.9662	6.0000	12	1	1
7	1	1.1048	7.0000	12	1	1
6	1	1.1323	6.0000	12	1	1
10	1	1.1330	10.0000	12	1	1
11	1	1.1569	11.0000	12	1	1
11	1	1.2351	11.0000	14	1	1
4	1	1.2318	4.0000	14	1	1
2	1	1.1180	2.0000	14	1	1
11	1	0.7614	11.0000	13	1	1
10	1	0.7617	10.0000	13	1	1
10	1	0.7624	10.0000	13	1	1
4	1	0.8187	4.0000	13	1	1
5	1	0.9826	5.0000	13	1	1
7	1	1.2826	7.0000	13	1	1
5	1	1.2007	5.0000	8	1	1
6	1	0.8959	6.0000	10	1	1
5	1	0.6792	5.0000	17	1	1
8	1	1.0485	8.0000	13	1	1
2	1	1.1322	2.0000	13	1	1
3	1	0.5725	3.0000	14	1	1
5	1	0.6629	5.0000	14	1	1
4	1	0.6921	4.0000	14	1	1
10	2	0.6377	5.0000	13	1	1
7	1	0.8088	7.0000	13	1	1
8	1	0.9787	8.0000	13	1	1
4	1	1.0652	4.0000	13	1	1
5	1	1.0659	5.0000	13	1	1
6	1	1.0956	6.0000	13	1	1
6	1	1.1527	6.0000	13	1	1
5	1	0.7268	5.0000	9	1	1
6	1	0.8136	6.0000	9	1	1
3	1	0.7654	3.0000	19	1	1
5	1	0.5340	5.0000	22	1	1
4	1	0.7117	4.0000	22	1	1
2	1	0.9494	2.0000	22	1	1
7	1	0.8637	7.0000	12	1	1
2	1	0.9513	2.0000	10	1	1
6	1	1.0686	6.0000	20	1	1
7	1	0.9215	7.0000	16	1	1
2	1	1.0371	2.0000	10	1	1
7	1	1.0666	7.0000	14	1	1
12	1	1.1533	12.0000	15	1	1
11	1	1.1527	11.0000	14	1	1
11	1	1.3542	11.0000	17	1	1
10	1	1.3235	10.0000	15	1	1
7	1	1.5783	7.0000	14	1	1
10	1	1.5514	10.0000	16	1	1
9	1	1.5507	9.0000	14	1	1
4	1	1.6304	4.0000	14	1	1
9	1	1.1955	9.0000	16	1	1
6	1	1.1935	6.0000	16	1	1
3	1	1.0188	3.0000	17	1	1
5	1	1.1928	5.0000	18	1	1
2	1	1.1902	2.0000	16	1	1
8	1	1.0184	8.0000	14	1	1
9	1	1.2158	9.0000	12	1	1
8	1	1.4123	8.0000	16	1	1
5	1	1.5185	5.0000	16	1	1
9	1	1.0293	9.0000	18	1	1
5	1	1.4492	5.0000	15	1	1
6	1	1.0263	6.0000	15	1	1
7	1	1.1374	7.0000	16	1	1
4	1	1.0791	4.0000	15	1	1
7	1	1.0786	7.0000	19	1	1
5	1	1.1625	5.0000	9	1	1
9	1	1.0771	9.0000	15	1	1
6	1	1.1277	6.0000	20	1	1
5	1	0.8751	5.0000	20	1	1
8	1	1.0165	8.0000	20	1	1
9	1	0.9874	9.0000	14	1	1
3	1	0.9592	3.0000	18	1	1
5	1	1.0129	5.0000	14	1	1
6	1	1.0694	6.0000	14	1	1
4	1	1.1536	4.0000	17	1	1
4	1	0.8463	4.0000	14	1	1
2	1	0.8469	2.0000	23	1	1
2	1	0.8755	2.0000	11	1	1
6	1	0.9632	6.0000	14	1	1
4	1	0.9919	4.0000	15	1	1
5	1	1.0193	5.0000	17	1	1
8	1	0.9921	8.0000	18	1	1
4	1	1.1310	4.0000	14	1	1
2	1	0.9617	2.0000	15	1	1
7	1	0.9909	7.0000	21	1	1
8	1	1.1030	8.0000	19	1	1
6	1	1.1016	6.0000	14	1	1
8	1	1.1848	8.0000	14	1	1
7	1	1.1850	7.0000	15	1	1
6	1	1.2669	6.0000	18	1	1
6	1	1.1831	6.0000	16	1	1
9	1	1.0149	9.0000	21	1	1
8	1	1.1269	8.0000	19	1	1
5	1	1.0415	5.0000	21	1	1
6	1	1.0114	6.0000	15	1	1
4	1	0.9836	4.0000	16	1	1
6	1	0.9276	6.0000	19	1	1
12	1	1.0399	12.0000	19	1	1
11	1	1.0677	11.0000	14	1	1
5	1	1.2059	5.0000	17	1	1
6	1	1.0918	6.0000	14	1	1
10	1	0.7337	10.0000	28	1	1
8	1	0.9291	8.0000	20	1	1
7	1	0.9863	7.0000	19	1	1
8	1	0.8750	8.0000	14	1	1
2	1	0.9882	2.0000	14	1	1
5	1	0.9327	5.0000	16	1	1
6	1	0.7375	6.0000	23	1	1
9	1	0.7661	9.0000	15	1	1
9	1	0.9069	9.0000	17	1	1
7	1	1.1593	7.0000	14	1	1
5	1	1.2724	5.0000	14	1	1
4	1	1.2723	4.0000	16	1	1
7	1	0.8501	7.0000	23	1	1
2	1	0.9915	2.0000	19	1	1
3	1	1.1292	3.0000	18	1	1
6	1	1.0737	6.0000	15	1	1
8	1	0.9046	8.0000	19	1	1
5	1	0.9049	5.0000	15	1	1
8	1	1.0175	8.0000	18	1	1
6	1	0.9332	6.0000	16	1	1
5	1	0.9341	5.0000	14	1	1
7	1	0.8782	7.0000	12	1	1
10	1	0.9344	10.0000	15	1	1
3	1	1.1599	3.0000	24	1	1
6	1	1.0000	6.0000	0	1	1
5	1	1.0000	5.0000	0	1	1
6	1	1.0000	6.0000	99	1	1
4	1	1.0000	4.0000	97	1	1
10	1	1.6626	10.0000	8	1	1
7	1	1.6763	7.0000	8	1	1
5	1	1.6031	5.0000	8	1	1
7	1	1.6359	7.0000	8	1	1
12	1	1.3934	12.0000	8	1	1
8	1	1.4971	8.0000	8	1	1
7	1	1.3988	7.0000	5	1	1
6	1	1.1494	6.0000	9	1	1
5	1	1.1836	5.0000	9	1	1
9	1	1.2210	9.0000	9	1	1
7	1	1.3338	7.0000	8	1	1
5	1	1.2885	5.0000	19	1	1
6	1	1.1086	6.0000	19	1	1
7	1	1.0032	7.0000	10	1	1
3	1	0.9424	3.0000	10	1	1
